,location,total_sqft,bath,price,bhk
599,Arekere,1190.0,2.0,55.0,2
600,Arekere,600.0,1.0,28.0,1
601,Arekere,2072.0,3.0,108.0,3
602,Arekere,1100.0,2.0,55.0,2
603,Arekere,1445.0,2.0,125.0,3
604,Arekere,900.0,2.0,50.0,2
605,Arekere,2060.0,3.0,150.0,3
607,Arekere,2400.0,3.0,180.0,3
608,Arekere,1240.0,2.0,60.0,2
609,Arekere,900.0,2.0,44.5,2
610,Attibele,450.0,1.0,11.0,1
611,Attibele,1600.0,4.0,52.8,4
612,Attibele,656.0,2.0,25.0,2
613,Attibele,400.0,1.0,11.0,1
614,Attibele,400.0,1.0,12.0,1
615,Attibele,400.0,1.0,14.0,1
616,Attibele,500.0,1.0,17.0,1
617,Attibele,2168.0,4.0,95.0,4
618,Attibele,395.0,1.0,10.25,1
619,Attibele,420.0,1.0,17.0,1
621,Attibele,418.0,1.0,12.0,1
622,Attibele,1350.0,3.0,85.0,3
623,Attibele,1200.0,2.0,42.0,2
624,Attibele,400.0,1.0,10.0,1
625,Attibele,695.0,1.0,25.0,2
626,Attibele,850.0,1.0,25.0,2
627,Attibele,2400.0,3.0,120.0,3
628,Attibele,450.0,1.0,12.5,1
632,Attibele,782.0,1.0,19.55,1
634,Attibele,656.0,2.0,25.0,2
635,Attibele,400.0,1.0,11.5,1
636,Attibele,460.0,1.0,13.0,1
637,Attibele,418.0,2.0,11.5,1
638,Attibele,1000.0,2.0,42.0,2
639,Attibele,550.0,1.0,11.5,1
641,Attibele,410.0,1.0,10.0,1
642,Attibele,1700.0,3.0,65.0,3
643,Attibele,400.0,1.0,10.25,1
644,Attibele,1500.0,3.0,90.0,3
645,Attibele,520.0,1.0,15.0,1
647,BTM 2nd Stage,950.0,2.0,52.0,2
648,BTM 2nd Stage,1850.0,3.0,170.0,3
649,BTM 2nd Stage,1200.0,2.0,80.0,2
650,BTM 2nd Stage,1274.0,2.0,70.0,2
651,BTM 2nd Stage,1200.0,2.0,35.0,2
653,BTM 2nd Stage,1070.0,2.0,48.0,2
654,BTM 2nd Stage,1280.0,2.0,80.0,2
655,BTM 2nd Stage,1100.0,2.0,70.0,2
656,BTM 2nd Stage,1000.0,2.0,58.0,2
657,BTM 2nd Stage,2990.0,5.0,416.0,5
658,BTM 2nd Stage,1265.0,2.0,55.0,2
659,BTM 2nd Stage,2200.0,3.0,220.0,3
660,BTM 2nd Stage,2780.0,4.0,325.0,3
661,BTM 2nd Stage,2400.0,2.0,360.0,3
662,BTM 2nd Stage,965.0,2.0,56.0,2
663,BTM 2nd Stage,1147.0,2.0,75.0,2
664,BTM 2nd Stage,2400.0,3.0,400.0,4
665,BTM 2nd Stage,1750.0,3.0,172.0,3
666,BTM 2nd Stage,1400.0,2.0,90.0,2
667,BTM 2nd Stage,1200.0,2.0,70.0,2
668,BTM 2nd Stage,1100.0,2.0,47.0,2
669,BTM 2nd Stage,1500.0,6.0,270.0,8
670,BTM 2nd Stage,930.0,2.0,46.0,2
672,BTM 2nd Stage,2500.0,3.0,345.0,3
673,BTM Layout,1150.0,2.0,63.0,2
674,BTM Layout,3000.0,3.0,338.0,3
675,BTM Layout,3300.0,6.0,165.0,6
676,BTM Layout,1450.0,2.0,81.0,3
677,BTM Layout,1776.0,2.0,75.0,3
678,BTM Layout,1458.0,3.0,79.0,3
679,BTM Layout,935.0,2.0,51.5,2
680,BTM Layout,1020.0,2.0,46.5,2
681,BTM Layout,1600.0,3.0,112.0,3
682,BTM Layout,1300.0,2.0,75.0,3
683,BTM Layout,1540.0,2.0,78.0,3
684,BTM Layout,450.0,1.0,20.0,1
685,BTM Layout,2400.0,3.0,220.0,3
686,BTM Layout,1196.0,2.0,56.81,2
687,BTM Layout,1470.0,2.0,99.0,3
690,Babusapalaya,1611.0,2.0,66.0,3
692,Babusapalaya,1675.0,3.0,75.0,3
693,Babusapalaya,1141.0,2.0,46.0,2
694,Babusapalaya,1084.0,2.0,58.0,2
695,Babusapalaya,1500.0,2.0,57.0,2
697,Babusapalaya,1050.0,2.0,45.0,2
698,Babusapalaya,1141.0,2.0,45.9,2
700,Babusapalaya,1230.0,3.0,53.0,3
701,Babusapalaya,1105.0,2.0,40.0,2
702,Babusapalaya,1410.0,2.0,65.0,3
703,Babusapalaya,1305.0,2.0,70.0,2
704,Babusapalaya,1450.0,2.0,55.99,2
705,Babusapalaya,1100.0,2.0,38.0,2
707,Babusapalaya,1061.0,2.0,33.84,2
708,Babusapalaya,1061.0,2.0,38.95,2
709,Babusapalaya,1061.0,2.0,34.0,2
710,Babusapalaya,1245.0,2.0,58.0,2
711,Balagere,1210.0,2.0,80.9,2
713,Balagere,1210.0,2.0,72.0,2
714,Balagere,1205.0,2.0,78.5,2
715,Balagere,790.5,1.0,41.9,1
718,Balagere,1012.0,2.0,75.0,2
719,Balagere,1020.07,2.0,68.38,2
720,Balagere,1205.47,2.0,81.0,2
721,Balagere,1007.0,2.0,65.0,2
722,Balagere,1205.0,2.0,70.0,2
723,Balagere,1210.0,2.0,74.0,2
724,Balagere,1210.0,2.0,83.0,2
725,Balagere,675.0,1.0,45.0,1
726,Balagere,656.0,1.0,43.0,1
727,Balagere,1012.0,2.0,64.0,2
728,Balagere,1007.0,2.0,62.0,2
729,Balagere,1007.0,2.0,67.0,2
730,Balagere,1007.0,2.0,66.0,2
733,Balagere,1007.0,2.0,75.0,2
734,Balagere,645.0,1.0,34.18,1
737,Balagere,790.5,1.0,42.295,1
738,Balagere,1012.0,2.0,65.0,2
739,Balagere,656.0,1.0,38.77,1
740,Balagere,645.0,1.0,39.0,1
741,Balagere,645.0,1.0,41.0,1
742,Balagere,1210.0,2.0,82.0,2
743,Balagere,661.0,1.0,33.0,1
744,Balagere,656.0,1.0,34.77,1
745,Balagere,1205.0,2.0,73.87,2
746,Balagere,1012.0,2.0,70.0,2
747,Balagere,1007.0,2.0,68.0,2
749,Balagere,1205.0,2.0,79.0,2
750,Balagere,1012.0,2.0,68.0,2
752,Banashankari,1077.0,2.0,37.64,2
753,Banashankari,1470.0,2.0,88.64,3
754,Banashankari,1300.0,2.0,75.0,3
755,Banashankari,1800.0,3.0,115.0,3
756,Banashankari,1125.0,2.0,63.0,2
758,Banashankari,1310.0,2.0,80.0,2
759,Banashankari,2600.0,4.0,135.0,3
760,Banashankari,1900.0,2.0,170.0,3
761,Banashankari,1260.0,2.0,75.0,2
762,Banashankari,1170.0,2.0,46.79,2
764,Banashankari,1350.0,2.0,83.0,3
766,Banashankari,1330.0,2.0,78.0,2
767,Banashankari,1400.0,2.0,78.0,3
768,Banashankari,1700.0,3.0,125.0,3
769,Banashankari,1020.0,2.0,40.79,2
770,Banashankari,1200.0,9.0,145.0,9
771,Banashankari,1600.0,2.0,63.98,2
772,Banashankari,1041.0,2.0,36.44,2
773,Banashankari,3580.0,3.0,411.0,3
774,Banashankari,2400.0,1.0,200.0,1
775,Banashankari,1390.0,2.0,86.0,2
776,Banashankari,1460.0,2.0,70.0,2
777,Banashankari,1200.0,2.0,60.0,2
778,Banashankari,1290.0,2.0,80.0,2
780,Banashankari,1186.0,2.0,65.0,2
781,Banashankari,1650.0,3.0,101.0,3
783,Banashankari,1181.0,2.0,75.0,2
784,Banashankari,1105.0,2.0,90.0,2
785,Banashankari,720.0,1.0,60.0,1
786,Banashankari,1040.0,2.0,45.0,2
787,Banashankari,1330.0,2.0,77.0,2
788,Banashankari,1200.0,2.0,49.0,2
789,Banashankari,1185.0,2.0,67.0,2
790,Banashankari,1000.0,2.0,50.0,2
791,Banashankari,1650.0,3.0,90.75,3
792,Banashankari,1650.0,3.0,101.0,3
793,Banashankari,1310.0,2.0,80.43,2
794,Banashankari,600.0,1.0,27.0,2
795,Banashankari,1430.0,2.0,87.8,2
796,Banashankari,1020.0,2.0,42.83,2
798,Banashankari,1540.0,3.0,80.0,3
799,Banashankari,1195.0,2.0,35.84,2
800,Banashankari,1683.0,3.0,115.0,3
801,Banashankari,1800.0,3.0,125.0,3
802,Banashankari,1175.0,2.0,41.13,2
803,Banashankari,1750.0,2.0,89.0,3
804,Banashankari,1800.0,3.0,175.0,3
805,Banashankari,1450.0,2.0,50.75,2
806,Banashankari,1770.0,3.0,108.0,3
807,Banashankari,1800.0,3.0,125.0,3
808,Banashankari,1886.0,3.0,205.0,3
810,Banashankari,1200.0,3.0,74.52,3
811,Banashankari,1100.0,2.0,63.0,2
812,Banashankari,1040.0,2.0,109.0,3
814,Banashankari,1426.0,3.0,85.0,3
815,Banashankari Stage II,1700.0,2.0,150.0,2
816,Banashankari Stage II,1200.0,2.0,150.0,4
817,Banashankari Stage II,1500.0,2.0,120.0,3
818,Banashankari Stage II,2400.0,3.0,510.0,5
819,Banashankari Stage II,500.0,2.0,55.0,2
820,Banashankari Stage II,1050.0,3.0,125.0,4
821,Banashankari Stage II,1240.0,2.0,59.52,3
822,Banashankari Stage II,1250.0,2.0,110.0,2
823,Banashankari Stage II,1260.0,2.0,95.0,3
824,Banashankari Stage II,2400.0,2.0,300.0,3
825,Banashankari Stage II,1400.0,2.0,100.0,2
826,Banashankari Stage II,2800.0,3.0,425.0,5
827,Banashankari Stage II,3000.0,3.0,450.0,3
828,Banashankari Stage II,1200.0,2.0,198.0,3
829,Banashankari Stage II,1245.0,2.0,125.0,2
831,Banashankari Stage III,1305.0,2.0,58.7,3
832,Banashankari Stage III,1145.0,2.0,58.4,2
833,Banashankari Stage III,1650.0,3.0,118.0,3
834,Banashankari Stage III,2400.0,4.0,240.0,4
835,Banashankari Stage III,1350.0,2.0,68.0,3
837,Banashankari Stage III,1305.0,2.0,59.0,3
838,Banashankari Stage III,1305.0,2.0,60.0,3
839,Banashankari Stage III,1200.0,2.0,42.0,2
840,Banashankari Stage III,1480.0,3.0,75.48,3
841,Banashankari Stage III,1200.0,5.0,180.0,5
842,Banashankari Stage III,1304.0,2.0,111.0,2
844,Banashankari Stage III,1050.0,3.0,147.0,4
845,Banashankari Stage III,1000.0,2.0,120.0,3
846,Banashankari Stage III,3000.0,6.0,150.0,6
847,Banashankari Stage III,1085.0,2.0,50.0,2
848,Banashankari Stage III,1500.0,2.0,100.0,3
849,Banashankari Stage III,1560.0,9.0,200.0,9
850,Banashankari Stage III,1350.0,1.0,145.0,1
851,Banashankari Stage III,2100.0,3.0,147.0,4
852,Banashankari Stage III,1420.0,2.0,95.0,3
853,Banashankari Stage V,1300.0,2.0,58.5,3
854,Banashankari Stage V,1305.0,2.0,49.0,3
855,Banashankari Stage V,1035.0,2.0,35.77,2
856,Banashankari Stage V,1355.0,2.0,61.0,3
857,Banashankari Stage V,1510.0,3.0,47.57,3
858,Banashankari Stage V,1650.0,3.0,51.98,3
859,Banashankari Stage V,1630.0,3.0,51.35,3
860,Banashankari Stage V,1510.0,3.0,47.57,3
861,Banashankari Stage V,1315.0,2.0,49.0,3
862,Banashankari Stage V,1540.0,3.0,48.51,3
863,Banashankari Stage V,920.0,2.0,41.5,2
864,Banashankari Stage VI,1177.5,2.0,59.935,2
865,Banashankari Stage VI,4800.0,4.0,190.0,4
866,Banashankari Stage VI,2800.0,4.0,89.0,4
867,Banashankari Stage VI,1200.0,4.0,195.0,4
868,Banashankari Stage VI,2200.0,4.0,195.0,4
869,Banashankari Stage VI,1160.0,2.0,59.0,2
870,Banashankari Stage VI,600.0,4.0,90.0,3
871,Banashankari Stage VI,600.0,3.0,90.0,3
872,Banashankari Stage VI,1180.0,2.0,59.47,2
873,Banashankari Stage VI,600.0,3.0,97.0,4
874,Banashankari Stage VI,1423.0,2.0,71.73,3
875,Banashankari Stage VI,1200.0,7.0,175.0,8
876,Banashankari Stage VI,1392.0,3.0,69.46,3
877,Banashankari Stage VI,1410.5,2.0,70.385,3
878,Banashankari Stage VI,4800.0,3.0,200.0,4
879,Banaswadi,1184.0,2.0,53.0,2
880,Banaswadi,1145.0,2.0,55.0,2
881,Banaswadi,6150.0,6.0,830.0,7
882,Banaswadi,1250.0,2.0,60.0,2
883,Banaswadi,1365.0,2.0,73.0,2
884,Banaswadi,1903.0,6.0,140.0,5
885,Banaswadi,1222.0,2.0,80.0,2
886,Banaswadi,870.0,2.0,38.0,2
887,Banaswadi,1200.0,2.0,60.0,2
889,Banaswadi,527.0,1.0,35.0,1
890,Banaswadi,1340.0,2.0,73.0,2
891,Banaswadi,1008.0,2.0,52.0,2
892,Banaswadi,2250.0,5.0,240.0,5
893,Banaswadi,1105.0,2.0,57.0,2
894,Banjara Layout,600.0,3.0,58.0,3
895,Banjara Layout,1200.0,5.0,96.0,5
896,Banjara Layout,1200.0,2.0,70.0,2
897,Banjara Layout,1050.0,2.0,64.8,2
898,Banjara Layout,753.0,3.0,59.5,2
899,Banjara Layout,900.0,3.0,79.0,3
900,Banjara Layout,2500.0,4.0,140.0,3
901,Banjara Layout,610.0,3.0,60.0,3
902,Banjara Layout,1200.0,4.0,105.0,4
905,Bannerghatta,2611.0,3.0,239.0,3
908,Bannerghatta,1665.0,3.0,110.0,3
910,Bannerghatta,2370.0,4.0,195.0,3
911,Bannerghatta,1100.0,2.0,66.0,2
912,Bannerghatta,1113.0,2.0,70.0,2
913,Bannerghatta,1200.0,2.0,73.2,2
914,Bannerghatta,1070.0,2.0,87.0,2
916,Bannerghatta,1776.0,3.0,124.0,3
917,Bannerghatta,1776.0,3.0,150.0,3
918,Bannerghatta,1320.0,2.0,50.0,2
919,Bannerghatta,1120.0,2.0,42.5,2
920,Bannerghatta Road,500.0,1.0,18.5,1
921,Bannerghatta Road,1050.0,2.0,65.0,2
922,Bannerghatta Road,1200.0,2.0,125.0,4
923,Bannerghatta Road,1170.0,2.0,66.0,3
924,Bannerghatta Road,595.0,1.0,33.32,1
925,Bannerghatta Road,1445.0,3.0,95.0,3
926,Bannerghatta Road,1640.0,2.0,120.0,3
928,Bannerghatta Road,1460.0,2.0,90.0,3
930,Bannerghatta Road,1179.0,2.0,66.02,2
931,Bannerghatta Road,1122.5,2.0,58.935,2
932,Bannerghatta Road,793.0,2.0,45.0,2
934,Bannerghatta Road,1400.0,2.0,78.0,2
936,Bannerghatta Road,1215.0,2.0,50.0,2
937,Bannerghatta Road,1654.0,3.0,100.0,3
938,Bannerghatta Road,1181.0,2.0,55.0,2
940,Bannerghatta Road,1200.0,2.0,75.0,2
942,Bannerghatta Road,595.0,1.0,31.83,1
943,Bannerghatta Road,1105.0,2.0,51.0,2
944,Bannerghatta Road,1255.0,2.0,65.26,2
946,Bannerghatta Road,1550.0,3.0,82.0,3
948,Bannerghatta Road,1650.0,3.0,122.0,3
949,Bannerghatta Road,912.0,2.0,55.0,2
950,Bannerghatta Road,1218.0,2.0,73.0,2
952,Bannerghatta Road,1115.0,2.0,65.12,2
954,Bannerghatta Road,1893.0,3.0,100.0,3
955,Bannerghatta Road,1600.0,3.0,95.0,3
956,Bannerghatta Road,1275.0,2.0,65.0,2
957,Bannerghatta Road,892.0,2.0,39.0,2
959,Bannerghatta Road,1260.0,2.0,70.0,2
961,Bannerghatta Road,1157.0,2.0,40.0,2
962,Bannerghatta Road,1150.0,2.0,65.0,2
964,Bannerghatta Road,1100.0,2.0,39.0,2
966,Bannerghatta Road,1725.0,3.0,110.0,3
967,Bannerghatta Road,1850.0,6.0,150.0,6
969,Bannerghatta Road,950.0,2.0,38.0,2
970,Bannerghatta Road,1220.0,2.0,80.0,2
971,Bannerghatta Road,1130.0,2.0,78.0,2
973,Bannerghatta Road,1486.0,3.0,83.22,3
974,Bannerghatta Road,1460.0,2.0,75.0,3
975,Bannerghatta Road,1015.0,2.0,48.0,2
976,Bannerghatta Road,1115.0,2.0,61.0,2
977,Bannerghatta Road,1136.0,2.0,48.0,2
978,Bannerghatta Road,2700.0,4.0,260.0,4
979,Bannerghatta Road,1200.0,2.0,69.0,3
980,Bannerghatta Road,1465.0,2.0,76.0,3
981,Bannerghatta Road,1302.5,2.0,67.73,2
982,Bannerghatta Road,1200.0,2.0,65.0,2
983,Bannerghatta Road,1240.0,2.0,65.0,2
984,Bannerghatta Road,1476.0,3.0,125.0,3
986,Bannerghatta Road,1532.5,3.0,84.29,3
988,Bannerghatta Road,1268.0,2.0,69.0,2
989,Bannerghatta Road,1450.0,2.0,87.0,3
990,Bannerghatta Road,2932.0,5.0,195.0,4
993,Bannerghatta Road,960.0,2.0,58.0,2
994,Bannerghatta Road,1750.0,3.0,130.0,3
995,Bannerghatta Road,1275.0,2.0,73.0,2
997,Bannerghatta Road,1240.0,2.0,71.0,2
999,Bannerghatta Road,1215.0,2.0,68.0,2
1000,Bannerghatta Road,1894.0,3.0,115.0,3
1002,Bannerghatta Road,1693.0,3.0,89.0,3
1003,Bannerghatta Road,1280.0,2.0,60.16,2
1005,Bannerghatta Road,630.0,1.0,35.0,1
1006,Bannerghatta Road,1365.0,3.0,76.18,3
1007,Bannerghatta Road,1115.0,2.0,78.0,2
1008,Bannerghatta Road,1532.5,3.0,79.465,3
1010,Bannerghatta Road,1655.0,3.0,90.0,3
1011,Bannerghatta Road,1247.0,2.0,47.39,2
1012,Bannerghatta Road,1237.5,2.0,49.49,2
1013,Bannerghatta Road,1650.0,3.0,94.0,3
1014,Bannerghatta Road,905.0,2.0,65.0,2
1015,Bannerghatta Road,1000.0,2.0,50.0,2
1016,Bannerghatta Road,2185.0,3.0,120.0,4
1017,Bannerghatta Road,1012.0,2.0,45.0,2
1019,Bannerghatta Road,1460.0,2.0,80.0,3
1020,Bannerghatta Road,1340.0,2.0,85.0,2
1021,Bannerghatta Road,1711.0,3.0,125.0,3
1022,Bannerghatta Road,1520.0,2.0,81.0,3
1023,Bannerghatta Road,2826.0,3.0,148.0,3
1024,Bannerghatta Road,1154.0,2.0,47.0,2
1025,Bannerghatta Road,1000.0,2.0,44.5,2
1026,Bannerghatta Road,1250.0,2.0,48.0,2
1027,Bannerghatta Road,1640.0,3.0,105.0,3
1029,Bannerghatta Road,1012.0,2.0,44.0,2
1030,Bannerghatta Road,1527.0,3.0,115.0,3
1033,Bannerghatta Road,1550.0,3.0,96.0,3
1034,Bannerghatta Road,1200.0,2.0,78.0,2
1035,Bannerghatta Road,1885.0,3.0,125.0,3
1037,Bannerghatta Road,1450.0,2.0,78.0,3
1038,Bannerghatta Road,700.0,1.0,31.2,1
1041,Bannerghatta Road,905.0,2.0,58.0,2
1043,Bannerghatta Road,1920.0,3.0,122.0,3
1044,Bannerghatta Road,2400.0,4.0,180.0,4
1046,Bannerghatta Road,1270.0,2.0,45.0,2
1047,Bannerghatta Road,4723.0,4.0,500.0,4
1048,Bannerghatta Road,1520.0,2.0,80.0,3
1049,Bannerghatta Road,1270.0,2.0,73.0,3
1050,Bannerghatta Road,1846.0,3.0,120.0,3
1052,Bannerghatta Road,1122.5,2.0,61.74,2
1053,Bannerghatta Road,1655.0,3.0,95.0,3
1054,Bannerghatta Road,1206.0,2.0,53.0,2
1055,Bannerghatta Road,1150.0,2.0,55.0,2
1056,Bannerghatta Road,1215.0,2.0,65.0,2
1057,Bannerghatta Road,1510.0,2.0,110.0,3
1058,Bannerghatta Road,1022.0,2.0,35.0,2
1059,Bannerghatta Road,1246.0,2.0,47.35,2
1060,Bannerghatta Road,1470.0,2.0,85.0,3
1061,Bannerghatta Road,1160.0,2.0,45.0,2
1062,Bannerghatta Road,970.0,2.0,57.0,2
1063,Bannerghatta Road,1527.0,3.0,142.0,3
1064,Basavangudi,1125.0,4.0,180.0,4
1066,Basavangudi,2337.0,4.0,292.0,3
1067,Basavangudi,2350.0,3.0,300.0,3
1068,Basavangudi,1500.0,2.0,143.0,3
1070,Basavangudi,600.0,1.0,97.5,1
1071,Basavangudi,2150.0,3.0,265.0,3
1072,Basavangudi,1036.0,2.0,105.0,2
1074,Basavangudi,2600.0,4.0,260.0,4
1075,Basavangudi,2300.0,3.0,317.0,3
1076,Basavangudi,1600.0,2.0,160.0,3
1077,Basavangudi,1560.0,2.0,145.0,2
1078,Basavangudi,1825.0,3.0,175.0,3
1079,Basavangudi,1800.0,3.0,195.0,3
1080,Basavangudi,1100.0,2.0,93.0,2
1081,Basavangudi,670.0,1.0,50.0,1
1083,Basavangudi,1050.0,2.0,103.0,2
1084,Basavangudi,1350.0,2.0,130.0,3
1085,Basavangudi,1485.0,3.0,140.0,3
1086,Basavangudi,1180.0,2.0,124.0,2
1088,Basavangudi,1200.0,2.0,120.0,2
1090,Basavangudi,1230.0,2.0,80.0,2
1091,Basavangudi,1214.0,3.0,220.0,6
1092,Basavangudi,2453.0,3.0,250.0,4
1094,Basaveshwara Nagar,1200.0,2.0,65.0,2
1095,Basaveshwara Nagar,4500.0,5.0,415.0,5
1096,Basaveshwara Nagar,1865.0,3.0,145.0,3
1097,Basaveshwara Nagar,2460.0,7.0,350.0,7
1098,Basaveshwara Nagar,2400.0,5.0,415.0,5
1099,Basaveshwara Nagar,1200.0,2.0,90.0,2
1100,Basaveshwara Nagar,800.0,6.0,110.0,6
1101,Basaveshwara Nagar,1180.0,2.0,58.0,2
1102,Basaveshwara Nagar,2400.0,4.0,310.0,5
1103,Basaveshwara Nagar,1200.0,2.0,80.0,2
1104,Basaveshwara Nagar,900.0,2.0,60.0,2
1105,Basaveshwara Nagar,2520.0,4.0,378.0,5
1106,Basaveshwara Nagar,1900.0,3.0,150.0,3
1107,Basaveshwara Nagar,700.0,4.0,125.0,4
1108,Basaveshwara Nagar,1200.0,2.0,85.0,2
1109,Basaveshwara Nagar,1200.0,2.0,70.0,2
1110,Basaveshwara Nagar,1200.0,3.0,180.0,5
1111,Basaveshwara Nagar,1200.0,1.0,180.0,2
1112,Basaveshwara Nagar,1200.0,3.0,190.0,3
1113,Battarahalli,1200.0,2.0,65.0,2
1114,Battarahalli,1779.0,3.0,89.61,3
1115,Battarahalli,1300.0,2.0,50.0,2
1116,Battarahalli,1945.0,3.0,97.42,3
1117,Battarahalli,1777.0,3.0,100.0,3
1118,Battarahalli,1135.0,2.0,43.0,2
1119,Battarahalli,1276.0,2.0,45.0,2
1120,Battarahalli,1880.0,3.0,94.36,3
1121,Battarahalli,1071.0,2.0,62.0,2
1122,Battarahalli,1165.0,2.0,43.0,2
1123,Battarahalli,1636.0,2.0,82.89,2
1124,Battarahalli,1779.0,3.0,90.0,3
1126,Battarahalli,1090.0,2.0,38.37,2
1127,Battarahalli,2082.0,3.0,104.0,3
1129,Battarahalli,1590.0,2.0,102.0,2
1130,Battarahalli,2024.0,3.0,103.0,3
1131,Battarahalli,1097.0,2.0,49.0,2
1133,Begur,1419.0,2.0,59.0,3
1134,Begur,1580.0,3.0,75.0,3
1135,Begur,1559.0,3.0,63.0,3
1136,Begur,1445.0,2.0,47.1,3
1137,Begur,1475.0,2.0,74.0,3
1138,Begur,3500.0,4.0,185.0,3
1139,Begur,1100.0,2.0,55.0,2
1140,Begur,1306.0,2.0,65.0,2
1141,Begur,1304.0,3.0,65.0,3
1142,Begur,1411.0,2.0,60.0,3
1143,Begur,815.0,2.0,40.0,2
1144,Begur,1443.0,2.0,70.0,3
1145,Begur,1200.0,2.0,33.0,2
1146,Begur Road,1200.0,2.0,44.0,2
1147,Begur Road,1358.0,2.0,80.58,2
1148,Begur Road,1200.0,2.0,46.8,2
1149,Begur Road,1160.0,2.0,44.0,2
1150,Begur Road,1584.0,3.0,65.0,3
1153,Begur Road,1200.0,2.0,43.2,2
1154,Begur Road,1160.0,2.0,44.08,2
1155,Begur Road,1200.0,2.0,45.0,2
1158,Begur Road,1200.0,2.0,37.8,2
1159,Begur Road,970.0,2.0,27.0,2
1160,Begur Road,1160.0,2.0,40.59,2
1161,Begur Road,1260.0,2.0,46.62,2
1163,Begur Road,1634.0,3.0,83.33,3
1165,Begur Road,1160.0,2.0,36.0,2
1166,Begur Road,1500.0,2.0,70.0,3
1167,Begur Road,1160.0,2.0,42.0,2
1168,Begur Road,1240.0,2.0,39.06,2
1172,Begur Road,1583.0,3.0,74.4,3
1173,Begur Road,1170.0,2.0,46.0,2
1174,Begur Road,2462.0,4.0,124.0,4
1175,Begur Road,1160.0,2.0,42.92,2
1178,Begur Road,1225.0,2.0,35.52,2
1179,Begur Road,1565.0,2.0,59.76,3
1181,Begur Road,1410.0,2.0,53.58,3
1182,Begur Road,1200.0,2.0,45.0,2
1183,Begur Road,1200.0,2.0,42.6,2
1184,Begur Road,1334.0,2.0,42.69,2
1185,Begur Road,2400.0,4.0,152.0,4
1187,Begur Road,644.0,1.0,40.0,1
1188,Begur Road,1933.0,3.0,98.0,3
1189,Begur Road,1200.0,2.0,45.6,2
1190,Begur Road,1215.0,2.0,43.13,2
1191,Begur Road,1444.0,2.0,71.5,3
1192,Begur Road,1160.0,2.0,36.54,2
1194,Begur Road,1200.0,2.0,44.4,2
1196,Begur Road,1260.0,2.0,39.69,2
1197,Begur Road,1100.0,2.0,71.42,2
1199,Begur Road,1634.0,3.0,111.0,3
1201,Begur Road,952.0,2.0,42.0,2
1204,Begur Road,1200.0,2.0,42.0,2
1205,Begur Road,1240.0,2.0,45.88,2
1206,Begur Road,1200.0,3.0,50.0,3
1208,Begur Road,1100.0,2.0,42.6,2
1209,Begur Road,644.0,1.0,32.0,1
1211,Begur Road,1241.0,2.0,64.0,2
1212,Begur Road,1215.0,2.0,43.75,2
1213,Begur Road,1200.0,2.0,44.73,2
1214,Begur Road,1160.0,2.0,42.0,2
1215,Begur Road,1583.0,3.0,95.23,3
1216,Begur Road,1410.0,2.0,54.99,3
1217,Bellandur,1767.0,3.0,103.0,3
1218,Bellandur,1205.0,2.0,66.0,2
1219,Bellandur,1250.0,2.0,76.0,2
1220,Bellandur,1000.0,2.0,50.0,2
1221,Bellandur,4239.0,5.0,423.0,5
1222,Bellandur,1281.0,2.0,74.0,2
1223,Bellandur,921.0,2.0,40.0,2
1225,Bellandur,1490.0,2.0,98.0,3
1227,Bellandur,2039.0,3.0,168.0,3
1228,Bellandur,1605.0,3.0,85.0,3
1229,Bellandur,1692.0,3.0,88.0,3
1230,Bellandur,1220.0,2.0,60.0,2
1231,Bellandur,1299.0,2.0,82.0,2
1232,Bellandur,900.0,2.0,56.0,2
1233,Bellandur,1350.0,2.0,79.0,2
1234,Bellandur,1286.0,2.0,57.0,2
1235,Bellandur,3016.0,4.0,230.0,4
1236,Bellandur,1457.0,2.0,85.0,2
1237,Bellandur,1195.0,2.0,51.0,2
1238,Bellandur,1050.0,2.0,72.0,2
1239,Bellandur,3600.0,4.0,260.0,4
1240,Bellandur,1310.0,2.0,72.0,2
1241,Bellandur,924.0,2.0,35.11,2
1242,Bellandur,1785.0,3.0,118.0,3
1243,Bellandur,1051.0,2.0,60.0,2
1245,Bellandur,1060.0,2.0,65.0,2
1246,Bellandur,1100.0,2.0,62.0,2
1247,Bellandur,1550.0,2.0,59.0,2
1249,Bellandur,1685.0,3.0,100.0,3
1250,Bellandur,982.0,2.0,55.0,2
1251,Bellandur,981.0,2.0,37.28,2
1252,Bellandur,1205.0,2.0,59.0,2
1253,Bellandur,1063.0,2.0,58.0,2
1254,Bellandur,1201.0,2.0,59.99,2
1255,Bellandur,1325.0,2.0,65.0,2
1256,Bellandur,1281.0,2.0,87.0,2
1258,Bellandur,1200.0,2.0,52.0,2
1259,Bellandur,1785.0,3.0,120.0,3
1260,Bellandur,1088.0,2.0,48.0,2
1261,Bellandur,1310.0,2.0,85.0,2
1262,Bellandur,982.0,2.0,37.28,2
1263,Bellandur,1465.0,3.0,90.0,2
1264,Bellandur,1767.0,3.0,109.0,3
1265,Bellandur,2666.0,3.0,230.0,3
1266,Bellandur,3600.0,4.0,245.0,4
1267,Bellandur,1170.0,2.0,46.79,2
1268,Bellandur,1150.0,2.0,69.44,2
1270,Bellandur,1200.0,2.0,45.0,2
1272,Bellandur,1410.0,3.0,92.0,2
1273,Bellandur,950.0,2.0,35.0,2
